Wall time,Step,Value
1600701610.1070645,31950,1.0
1600701612.7932184,31960,1.0
1600701632.3063343,32030,1.0
1600701640.3297932,32060,0.800000011920929
1600701706.7485921,32300,1.0
1600701715.6861033,32330,0.800000011920929
1600701734.372172,32400,1.0
1600701743.3346846,32430,1.0
1600701746.031839,32440,0.800000011920929
1600701751.3901455,32460,1.0
1600701754.0692987,32470,1.0
1600701824.4143221,32720,1.0
1600701849.55076,32810,1.0
1600701916.143569,33050,0.800000011920929
1600701938.6398556,33130,0.800000011920929
1600701977.4620762,33270,0.800000011920929
1600701980.15423,33280,1.0
1600702027.931963,33450,0.800000011920929
1600702108.6895819,33740,0.800000011920929
1600702114.0388877,33760,1.0
1600702141.8834805,33860,0.800000011920929
1600702189.4181993,34030,1.0
1600702202.9389727,34080,1.0
1600702264.241479,34300,1.0
1600702286.710764,34380,0.800000011920929
1600702317.2605114,34490,1.0
1600702323.5398707,34510,1.0
1600702342.290943,34580,1.0
1600702359.5239289,34640,1.0
1600702379.3320618,34710,0.800000011920929
1600702395.5669904,34770,1.0
1600702403.6754541,34800,1.0
1600702451.285177,34970,1.0
1600702484.4910767,35090,1.0
1600702493.6305993,35120,1.0
1600702512.4416752,35190,1.0
1600702557.198235,35350,1.0
1600702562.5845432,35370,1.0
1600702579.6375186,35430,1.0
1600702590.3541315,35470,1.0
1600702635.187696,35630,1.0
1600702681.8583653,35800,1.0
1600702737.4035423,36000,0.800000011920929
1600702787.6014135,36180,1.0
1600702792.945719,36200,1.0
1600702799.2350788,36220,1.0
1600702807.3175411,36250,1.0
1600702815.4510062,36280,1.0
1600702863.346746,36450,1.0
1600702893.754485,36560,1.0
1600702932.009673,36700,1.0
1600703015.0254214,37000,1.0
1600703021.2487772,37020,0.6000000238418579
1600703087.2015495,37260,1.0
1600703097.8191566,37300,1.0
1600703104.009511,37320,1.0
1600703120.0884306,37380,1.0
1600703129.0909455,37410,1.0
1600703134.4152498,37430,1.0
1600703159.4386814,37520,1.0
1600703178.12275,37590,1.0
1600703214.7258434,37720,0.800000011920929
1600703236.0950658,37800,0.800000011920929
1600703273.217189,37930,1.0
1600703278.5434937,37950,1.0
1600703286.5459516,37980,1.0
1600703331.28251,38140,1.0
1600703344.6922772,38190,0.6000000238418579
1600703350.8536296,38210,1.0
1600703378.4802096,38310,0.800000011920929
1600703389.1868222,38350,1.0
1600703469.765431,38640,0.800000011920929
1600703483.1501966,38690,1.0
1600703502.915327,38760,1.0
1600703624.373274,39200,1.0
1600703646.647548,39280,1.0
1600703666.3896773,39350,0.6000000238418579
1600703677.0972898,39390,1.0
1600703707.6060348,39500,1.0
1600703724.6290083,39560,1.0
1600703741.7099853,39620,0.800000011920929
1600703802.5884671,39840,1.0
1600703833.1202137,39950,1.0
1600703846.5069792,40000,1.0
1600703871.6454172,40090,1.0
1600703874.300569,40100,1.0
1600703908.3785183,40220,1.0
1600703938.9202652,40330,1.0
1600703946.9507244,40360,1.0
1600703974.7043118,40460,1.0
1600704105.5317948,40930,1.0
1600704118.9165604,40980,1.0
1600704121.6127145,40990,1.0
1600704149.6193166,41090,0.800000011920929
1600704352.9879482,41820,1.0
1600704383.3046825,41930,1.0
1600704385.9788353,41940,1.0
1600704391.4301472,41960,0.800000011920929
1600704396.811455,41980,1.0
1600704405.8869739,42010,1.0
1600704408.6801338,42020,1.0
1600704478.0801034,42270,0.800000011920929
1600704492.4959278,42320,1.0
1600704500.5673895,42350,1.0
1600704523.1256797,42430,0.800000011920929
1600704553.9054403,42540,0.800000011920929
1600704579.2428894,42630,0.800000011920929
1600704587.3743544,42660,0.6000000238418579
1600704590.09151,42670,1.0
1600704632.7839518,42820,1.0
1600704676.7454665,42980,1.0
1600704693.6374323,43040,1.0
1600704704.400048,43080,1.0
1600704729.3514752,43170,0.800000011920929
1600704734.6877804,43190,1.0
1600704759.8162177,43280,1.0
1600704771.3848794,43320,1.0
1600704801.7596169,43430,1.0
1600704872.936688,43690,1.0
1600704897.893115,43780,1.0
1600704939.8615155,43930,0.800000011920929
1600704958.5895867,44000,1.0
1600704975.7385676,44060,1.0
1600704986.4281793,44100,1.0
1600704990.0853882,44110,0.800000011920929
1600705041.813347,44300,1.0
1600705050.7918606,44330,1.0
1600705149.2554924,44690,1.0
1600705166.1354578,44750,0.800000011920929
1600705206.8677876,44900,1.0
1600705213.0251398,44920,0.800000011920929
1600705259.5498006,45090,1.0
1600705262.2169533,45100,1.0
1600705314.6749537,45290,0.800000011920929
1600705317.3381062,45300,1.0
1600705326.412625,45330,0.6000000238418579
1600705351.9860878,45420,1.0
1600705382.8298519,45530,1.0
1600705452.1808188,45780,0.800000011920929
1600705461.3413427,45810,1.0
1600705491.9870954,45920,1.0
1600705500.073558,45950,1.0
1600705505.4278643,45970,1.0
1600705510.8071718,45990,0.6000000238418579
1600705544.7641141,46110,1.0
1600705591.460785,46280,1.0
1600705650.12014,46490,1.0
1600705669.7242613,46560,1.0
1600705692.1975467,46640,1.0
1600705702.9461617,46680,1.0
1600705722.7332933,46750,1.0
1600705725.4094465,46760,1.0
1600705728.0855994,46770,1.0
1600705755.981195,46870,1.0
1600705828.6113493,47130,1.0
1600705842.1641245,47180,1.0
1600705887.331708,47340,0.800000011920929
1600705918.3744833,47450,1.0
1600705929.1781013,47490,1.0
1600705931.883256,47500,1.0
1600705954.4125445,47580,1.0
1600705971.6975331,47640,1.0
1600705979.7659948,47670,1.0
1600706004.9624357,47760,1.0
1600706015.7190514,47800,1.0
1600706035.511183,47870,1.0
1600706038.1903365,47880,1.0
1600706055.227311,47940,0.800000011920929
1600706071.437238,48000,0.800000011920929
1600706077.813603,48020,1.0
1600706085.9110658,48050,1.0
1600706182.8076081,48400,1.0
1600706216.8785567,48520,0.800000011920929
1600706269.7905834,48710,1.0
1600706275.1608903,48730,1.0
1600706333.54623,48940,0.800000011920929
1600706389.0994074,49140,1.0
1600706455.4162004,49380,0.800000011920929
1600706464.3717124,49410,1.0
1600706500.3187687,49540,1.0
1600706522.9440627,49620,1.0
1600706547.9794946,49710,1.0
1600706556.0349555,49740,1.0
1600706561.4512653,49760,1.0
1600706564.1684206,49770,1.0
1600706687.5124757,50210,1.0
1600706703.7884066,50270,1.0
1600706711.8268661,50300,1.0
1600706731.7910082,50370,0.800000011920929
1600706767.7730663,50500,1.0
1600706774.0624259,50520,1.0
1600706776.7355788,50530,1.0
1600706795.7576668,50600,1.0
1600706846.2225533,50780,1.0
1600706910.904253,51010,1.0
1600706924.2710176,51060,1.0
1600706979.7021878,51260,1.0
1600706985.1154976,51280,1.0
1600707002.205475,51340,0.800000011920929
1600707074.3246,51600,1.0
1600707088.8444304,51650,1.0
1600707136.830175,51820,1.0
1600707186.7040277,52000,1.0
1600707209.196314,52080,1.0
1600707274.3300395,52310,1.0
1600707285.1706595,52350,1.0
1600707295.9922786,52390,1.0
1600707298.7034338,52400,1.0
1600707371.701609,52660,1.0
1600707436.2022982,52890,1.0
1600707517.9839756,53180,0.800000011920929
1600707548.8067386,53290,1.0
1600707593.8203135,53450,1.0
1600707632.6485343,53590,1.0
1600707635.3456886,53600,1.0
1600707691.1788821,53800,1.0
1600707758.7287455,54040,1.0
1600707802.968276,54200,0.800000011920929
1600707856.170319,54390,1.0
1600707865.192835,54420,1.0
1600707878.7356095,54470,1.0
1600707982.6605537,54840,1.0
1600708002.5376906,54910,1.0
1600708013.383311,54950,1.0
1600708030.5812945,55010,1.0
1600708046.8822272,55070,1.0
1600708061.3750558,55120,0.800000011920929
1600708069.4455175,55150,1.0
1600708074.855827,55170,0.800000011920929
1600708142.4956958,55410,0.800000011920929
1600708164.2179382,55490,1.0
1600708212.0776758,55660,1.0
1600708226.5555038,55710,1.0
1600708232.0248168,55730,1.0
1600708265.48073,55850,1.0
1600708270.9350424,55870,1.0
1600708288.0050187,55930,1.0
1600708321.0519085,56050,1.0
1600708334.4906774,56100,1.0
1600708362.354271,56200,0.800000011920929
1600708390.3718736,56300,1.0
1600708468.649351,56580,1.0
1600708474.0456593,56600,1.0
1600708485.7603295,56640,1.0
1600708526.9876873,56790,1.0
1600708640.7851963,57200,1.0
1600708649.7207077,57230,1.0
1600708699.9925828,57410,1.0
1600708749.277402,57590,1.0
1600708796.9031258,57760,1.0
1600708804.9515862,57790,1.0
1600708819.302407,57840,1.0
1600708832.8511817,57890,1.0
1600708883.3400695,58070,1.0
1600708886.0492246,58080,1.0
1600708933.8139565,58250,1.0
1600708941.844416,58280,1.0
1600708961.5205414,58350,0.800000011920929
1600709037.1768687,58620,1.0
1600709042.659182,58640,1.0
1600709062.4043117,58710,0.800000011920929
1600709111.7701354,58890,1.0
1600709136.923574,58980,1.0
1600709162.0530112,59070,1.0
1600709189.9086044,59170,1.0
1600709220.6413622,59280,1.0
1600709232.400035,59320,0.6000000238418579
1600709235.0691876,59330,1.0
1600709288.3042321,59520,1.0
1600709301.7840033,59570,1.0
1600709307.1743116,59590,1.0
1600709318.8549795,59630,1.0
1600709344.1164248,59720,0.800000011920929
1600709393.51425,59900,1.0
1600709449.333443,60100,1.0
1600709463.6202598,60150,1.0
1600709488.743697,60240,0.800000011920929
1600709504.9316227,60300,1.0
1600709508.6478355,60310,1.0
1600709519.4304519,60350,1.0
1600709527.5579169,60380,1.0
1600709588.6654122,60600,1.0
1600709639.123298,60780,0.800000011920929
1600709650.8289676,60820,1.0
1600709664.3267398,60870,1.0
1600709709.454321,61030,1.0
1600709714.8266282,61050,1.0
1600709742.6912217,61150,1.0
1600709759.8822052,61210,1.0
1600709765.4085212,61230,1.0
1600709781.6304488,61290,1.0
1600709787.907808,61310,1.0
1600709793.4231234,61330,1.0
1600709826.8790371,61450,1.0
1600709832.2333431,61470,1.0
1600709837.6286519,61490,0.800000011920929
1600709902.2253466,61720,1.0
1600709927.3167818,61810,1.0
1600709935.3782427,61840,1.0
1600709979.3747594,62000,0.800000011920929
1600710010.7735553,62110,1.0
1600710016.136862,62130,1.0
1600710032.2637844,62190,1.0
1600710069.0658894,62320,1.0
1600710082.502658,62370,1.0
1600710102.2347865,62440,1.0
1600710118.4577143,62500,1.0
1600710155.3838265,62630,1.0
1600710227.600957,62890,1.0
1600710292.1776507,63120,0.800000011920929
1600710302.9582672,63160,1.0
1600710305.6374207,63170,1.0
1600710325.3815498,63240,1.0
1600710372.8842669,63410,1.0
1600710403.2520037,63520,1.0
1600710433.7067456,63630,1.0
1600710452.6398284,63700,1.0
1600710469.5467956,63760,1.0
1600710535.816586,64000,0.800000011920929
1600710689.1043534,64550,1.0
1600710699.8029654,64590,0.6000000238418579
1600710736.5160654,64720,1.0
1600710777.648418,64870,1.0
1600710800.1747065,64950,1.0
1600710802.8888617,64960,1.0
1600710813.6434767,65000,1.0
1600710841.3360608,65100,1.0
1600710869.0266445,65200,1.0
1600710872.567847,65210,1.0
1600710875.226999,65220,1.0
1600710896.6022217,65300,1.0
1600710952.1694,65500,1.0
1600711019.7452652,65740,0.800000011920929
1600711039.3333855,65810,1.0
1600711047.3588445,65840,0.6000000238418579
1600711075.008426,65940,1.0
1600711100.007856,66030,1.0
1600711108.0963185,66060,1.0
1600711135.760901,66160,1.0
1600711150.0007153,66210,1.0
1600711249.0143785,66570,1.0
1600711274.0178087,66660,1.0
1600711279.3461132,66680,1.0
1600711290.9367764,66720,1.0
1600711306.8896887,66780,1.0
1600711315.8151991,66810,1.0
1600711334.5012681,66880,1.0
1600711356.6955376,66960,1.0
1600711364.7139962,66990,1.0
1600711386.9972708,67070,1.0
1600711398.6339364,67110,1.0
1600711409.313547,67150,1.0
1600711472.5281627,67380,1.0
1600711484.1278262,67420,1.0
1600711502.9309018,67490,1.0
1600711514.6215703,67530,1.0
1600711544.930304,67640,1.0
1600711578.0251968,67760,1.0
1600711622.7087526,67920,0.800000011920929
1600711691.457685,68170,1.0
1600711733.33408,68320,1.0
1600711771.6792731,68460,1.0
1600711793.99855,68540,1.0
1600711816.4398334,68620,1.0
1600711832.5067525,68680,1.0
1600711835.1699047,68690,1.0
1600711908.3520906,68950,1.0
1600711946.0322459,69090,1.0
1600712014.013134,69340,1.0
1600712060.0157652,69510,1.0
1600712092.2846107,69630,1.0
1600712100.2030637,69660,1.0
1600712116.873017,69720,1.0
1600712164.7607563,69900,1.0
1600712170.8981073,69920,1.0
1600712218.9218543,70100,0.800000011920929
1600712230.2845042,70140,1.0
1600712286.9427445,70350,1.0
1600712297.4103434,70390,1.0
1600712316.6864457,70460,1.0
1600712351.584442,70590,0.800000011920929
1600712368.1663902,70650,0.6000000238418579
1600712405.4845247,70790,1.0
1600712438.7004247,70910,1.0
1600712478.8897233,71060,1.0
1600712500.7659745,71140,1.0
1600712503.397125,71150,1.0
1600712563.2805505,71370,1.0
1600712574.706204,71410,1.0
1600712612.3153548,71550,1.0
1600712644.4611936,71670,1.0
1600712647.0863438,71680,1.0
1600712666.3444452,71750,1.0
1600712703.8795922,71890,1.0
1600712720.4595404,71950,1.0
1600712739.6876404,72020,1.0
1600712744.9449408,72040,0.800000011920929
1600712769.4393418,72130,1.0
1600712774.6846418,72150,1.0
1600712777.2817905,72160,1.0
1600712828.922744,72350,1.0
1600712836.8121953,72380,1.0
1600712861.1285863,72470,1.0
1600712895.8335714,72600,1.0
1600712961.20231,72840,1.0
1600713003.8667505,73000,1.0
1600713034.472501,73110,1.0
1600713082.5672517,73290,1.0
1600713109.655801,73390,1.0
1600713112.2619503,73400,1.0
1600713128.9619055,73460,1.0
1600713148.2650094,73530,1.0
1600713158.692606,73570,1.0
1600713161.3317568,73580,1.0
1600713163.9309056,73590,1.0
1600713224.0533442,73810,1.0
1600713226.6654937,73820,1.0
1600713237.09309,73860,1.0
1600713242.3623915,73880,1.0
1600713266.6587813,73970,1.0
1600713277.9584274,74010,0.800000011920929
1600713355.593868,74300,1.0
1600713359.1010685,74310,1.0
1600713382.6684165,74400,1.0
1600713391.416917,74430,1.0
1600713409.6279585,74500,1.0
1600713436.626503,74600,1.0
1600713440.1177025,74610,1.0
1600713445.3330007,74630,1.0
1600713458.4557514,74680,1.0
1600713475.1667073,74740,1.0
1600713485.620305,74780,1.0
1600713490.8756058,74800,1.0
1600713534.6171074,74960,1.0
1600713551.2930615,75020,1.0
1600713553.89121,75030,0.800000011920929
1600713575.713458,75110,1.0
1600713626.2513487,75300,1.0
1600713672.4399905,75470,1.0
1600713743.9780824,75730,1.0
1600713806.790675,75960,0.800000011920929
1600713842.1866996,76090,1.0
1600713850.9712021,76120,1.0
1600713935.745051,76430,1.0
1600713938.3762012,76440,1.0
1600713981.8116856,76600,1.0
1600713985.4438934,76610,1.0
1600714013.0334716,76710,1.0
1600714021.0099277,76740,1.0
1600714026.2932298,76760,1.0
1600714056.6899683,76870,1.0
1600714073.864951,76930,1.0
1600714081.9354124,76960,1.0
1600714092.6330242,77000,1.0
1600714142.4688747,77180,1.0
1600714145.1270268,77190,1.0
1600714156.6606863,77230,1.0
1600714164.6681445,77260,1.0
1600714169.9464464,77280,1.0
1600714208.8526714,77420,1.0
1600714219.4492776,77460,1.0
1600714249.5990021,77570,1.0
1600714257.515455,77600,1.0
1600714312.2535858,77800,1.0
1600714334.3808515,77880,1.0
1600714361.844422,77980,0.6000000238418579
1600714364.4895735,77990,1.0
1600714394.84931,78100,1.0
1600714458.8219688,78330,1.0
1600714472.142731,78380,1.0
1600714518.97941,78550,1.0
1600714639.6973145,78990,1.0
1600714642.3454661,79000,1.0
1600714653.8881261,79040,1.0
1600714664.6807435,79080,1.0
1600714714.44659,79260,1.0
1600714731.2935534,79320,1.0
1600714850.326362,79750,1.0
1600714872.7186427,79830,1.0
1600714895.0669208,79910,1.0
1600714897.7390738,79920,1.0
1600714944.164729,80090,1.0
1600714980.7608223,80220,1.0
1600714991.4484334,80260,1.0
1600715021.772168,80370,1.0
1600715054.7520542,80490,1.0
1600715063.5505574,80520,1.0
1600715068.83686,80540,1.0
1600715079.5414722,80580,1.0
1600715101.5717323,80660,1.0
1600715266.4411623,81260,1.0
1600715283.3871315,81320,1.0
1600715286.0302827,81330,1.0
1600715332.195923,81500,1.0
1600715351.7140396,81570,1.0
1600715414.8786523,81800,1.0
1600715426.3483086,81840,1.0
1600715456.4290287,81950,1.0
1600715464.4164858,81980,1.0
1600715511.52018,82150,1.0
1600715528.6421595,82210,1.0
1600715564.3572018,82340,1.0
1600715619.9423814,82540,1.0
1600715644.853806,82630,0.800000011920929
1600715688.1112804,82790,1.0
1600715694.419641,82810,1.0
1600715718.3760116,82900,1.0
1600715743.1264272,82990,1.0
1600715765.086683,83070,1.0
